timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification
2025-06-26 12:46:00,USR00088,william.jang,admin_operation,GL_System,high,success,192.168.114.158,business_hours
2025-06-26 21:16:00,USR00036,nicholas.harris,sql_query,BI_Tool,low,success,192.168.251.49,business_hours
2025-06-26 23:14:00,USR00084,aditya.gupta,sql_query,Data_Lake,medium,success,192.168.77.27,unusual_hours
2025-06-27 13:46:00,USR00003,sanjana.li,api_call,GL_System,high,failure,192.168.131.121,business_hours
2025-06-28 16:06:00,USR00049,thomas.kang,login,BI_Tool,low,success,192.168.74.207,weekend
2025-06-29 14:32:00,USR00092,charles.sullivan,sql_query,GL_System,high,success,192.168.48.115,weekend
2025-06-29 14:32:00,USR00044,pooja.mishra,api_call,PROD_DB,high,success,192.168.48.115,weekend
2025-06-29 14:36:00,USR00010,jacob.patel,login,Email_Archive,medium,success,192.168.26.11,business_hours
2025-06-30 03:01:00,USR00019,joshua.white,admin_operation,Customer_Vault,high,success,192.168.151.198,unusual_hours
2025-06-30 13:50:00,USR00033,michael.sharma,sql_query,Customer_Vault,high,success,192.168.200.222,unusual_hours
2025-07-01 13:57:00,USR00135,pooja.murphy,login,File_Share,low,success,192.168.20.17,business_hours
2025-07-02 11:07:00,USR00082,arjun.hwang,file_access,Customer_Vault,high,success,192.168.73.232,business_hours
2025-07-03 03:05:00,USR00009,aditya.burke,sql_query,PROD_DB,high,success,192.168.30.95,night
2025-07-03 04:58:00,USR00001,daniel.singh,sql_query,File_Share,low,success,192.168.214.45,night
2025-07-03 17:38:00,USR00148,mark.hwang,sql_query,PROD_DB,high,success,192.168.127.0,business_hours
2025-07-03 19:18:00,USR00039,stephen.bhat,sql_query,Email_Archive,medium,success,192.168.9.61,business_hours
2025-07-04 03:37:00,USR00028,paul.singh,api_call,Customer_Vault,high,success,192.168.117.15,unusual_hours
2025-07-04 14:59:00,USR00091,steven.thompson,admin_operation,Email_Archive,medium,success,192.168.4.133,business_hours
2025-07-04 16:37:00,USR00299,leila.lee,file_access,Customer_Vault,high,success,192.168.194.65,business_hours
2025-07-05 03:24:00,USR00047,george.clark,export_data,Data_Lake,medium,success,192.168.120.226,business_hours
2025-07-05 10:25:00,USR00273,rohan.bianchi,file_access,Customer_Vault,high,success,192.168.126.189,business_hours
2025-07-06 02:37:00,USR00295,james.sun,login,File_Share,low,success,192.168.199.74,business_hours
2025-07-06 08:32:00,USR00117,richard.kelly,login,SIEM,medium,success,192.168.212.175,business_hours
2025-07-06 22:02:00,USR00087,aditya.taylor,login,Customer_Vault,high,success,192.168.1.235,business_hours
2025-07-07 20:34:00,USR00090,neha.o'brien,admin_operation,PROD_DB,high,success,192.168.105.188,business_hours
2025-07-08 04:00:00,USR00020,karan.white,admin_operation,Data_Lake,medium,success,192.168.27.139,weekend
2025-07-08 04:38:00,USR00094,donald.schulz,login,Customer_Vault,high,success,192.168.79.123,business_hours
2025-07-08 04:38:00,USR00267,jeffrey.ramirez,api_call,Admin_Console,medium,success,192.168.79.123,business_hours
2025-07-08 08:16:00,USR00069,nikhil.jang,file_access,HRIS,high,success,192.168.176.242,business_hours
2025-07-08 08:22:00,USR00249,james.muller,login,Email_Archive,medium,success,192.168.202.116,unusual_hours
2025-07-08 14:52:00,USR00047,george.clark,export_data,Data_Lake,medium,success,192.168.153.119,business_hours
2025-07-09 08:43:00,USR00008,thomas.iyer,api_call,GL_System,high,success,192.168.58.35,weekend
2025-07-09 22:35:00,USR00083,ryan.thomas,export_data,PROD_DB,high,success,192.168.142.101,business_hours
2025-07-09 23:39:00,USR00002,kenneth.moore,sql_query,Email_Archive,medium,success,192.168.170.2,night
2025-07-11 17:51:00,USR00083,ryan.thomas,export_data,GL_System,high,success,192.168.189.216,business_hours
2025-07-11 22:49:00,USR00261,nikhil.thomas,export_data,File_Share,low,success,192.168.226.12,business_hours
2025-07-12 22:39:00,USR00266,robert.thomas,admin_operation,HRIS,high,success,192.168.163.82,business_hours
2025-07-13 02:18:00,USR00181,george.smith,api_call,HRIS,high,success,192.168.176.19,business_hours
2025-07-13 02:18:00,USR00016,elena.dubois,login,Admin_Console,medium,success,192.168.176.19,business_hours
2025-07-13 17:24:00,USR00007,robert.smith,api_call,Data_Lake,medium,success,192.168.124.140,business_hours
2025-07-14 12:27:00,USR00004,diya.anderson,file_access,Customer_Vault,high,success,192.168.194.169,business_hours
2025-07-14 19:41:00,USR00221,rajesh.smith,api_call,SIEM,medium,success,192.168.127.18,business_hours
2025-07-15 17:05:00,USR00044,pooja.mishra,file_access,HRIS,high,success,192.168.224.147,business_hours
2025-07-17 09:03:00,USR00032,pooja.martin,export_data,HRIS,high,success,192.168.35.12,weekend
2025-07-18 01:08:00,USR00294,kenneth.colombo,sql_query,Customer_Vault,high,success,192.168.54.11,unusual_hours
2025-07-19 00:53:00,USR00206,fatima.gupta,admin_operation,File_Share,low,success,192.168.252.111,business_hours
2025-07-19 05:55:00,USR00013,jonathan.jackson,api_call,SIEM,medium,success,192.168.36.0,business_hours
2025-07-19 06:23:00,USR00024,nicholas.jackson,sql_query,Data_Lake,medium,success,192.168.87.26,business_hours
2025-07-19 07:15:00,USR00260,sofia.lewis,file_access,Admin_Console,medium,success,192.168.6.193,weekend
2025-07-19 09:38:00,USR00181,george.smith,api_call,Email_Archive,medium,success,192.168.238.52,unusual_hours
2025-07-19 10:58:00,USR00189,meera.rizzo,file_access,Admin_Console,medium,success,192.168.220.90,business_hours
2025-07-20 04:53:00,USR00042,kenneth.sanchez,admin_operation,BI_Tool,low,success,192.168.70.223,night
2025-07-20 05:04:00,USR00046,deepika.li,export_data,Admin_Console,medium,success,192.168.248.78,business_hours
2025-07-20 17:58:00,USR00048,xiulan.colombo,admin_operation,Admin_Console,medium,success,192.168.24.191,business_hours
2025-07-21 16:25:00,USR00095,priya.petit,api_call,BI_Tool,low,success,192.168.27.197,business_hours
2025-07-23 07:10:00,USR00274,joseph.reilly,login,Data_Lake,medium,success,192.168.83.246,weekend
2025-07-23 22:28:00,USR00233,ronald.reddy,login,File_Share,low,success,192.168.134.222,business_hours
2025-07-24 00:27:00,USR00051,meera.quinn,login,Email_Archive,medium,success,192.168.176.56,business_hours
2025-07-24 01:04:00,USR00249,james.muller,admin_operation,PROD_DB,high,success,192.168.196.122,business_hours
2025-07-24 13:57:00,USR00051,meera.quinn,sql_query,HRIS,high,success,192.168.117.96,business_hours
2025-07-24 13:57:00,USR00058,anthony.taylor,file_access,Data_Lake,medium,success,192.168.117.96,business_hours
2025-07-24 15:43:00,USR00032,pooja.martin,api_call,BI_Tool,low,success,192.168.30.6,night
2025-07-25 02:13:00,USR00033,michael.sharma,admin_operation,Customer_Vault,high,success,192.168.195.154,business_hours
2025-07-25 14:57:00,USR00019,joshua.white,sql_query,SIEM,medium,success,192.168.219.253,business_hours
2025-07-26 08:01:00,USR00278,sofia.martin,file_access,HRIS,high,success,192.168.14.90,business_hours
2025-07-26 16:05:00,USR00048,xiulan.colombo,sql_query,File_Share,low,success,192.168.204.170,business_hours
2025-07-27 09:55:00,USR00086,ryan.colombo,login,BI_Tool,low,success,192.168.161.164,business_hours
2025-07-27 09:55:00,USR00167,michael.kelly,api_call,Email_Archive,medium,success,192.168.161.164,business_hours
2025-07-29 00:55:00,USR00011,maria.o'brien,sql_query,HRIS,high,success,192.168.83.227,business_hours
2025-07-29 20:25:00,USR00000,pooja.murphy,sql_query,Data_Lake,medium,success,192.168.212.84,business_hours
2025-07-30 17:35:00,USR00031,amitabh.taylor,admin_operation,BI_Tool,low,success,192.168.119.159,business_hours
2025-07-30 18:34:00,USR00078,christopher.menon,admin_operation,PROD_DB,high,success,192.168.87.62,business_hours
2025-07-30 21:23:00,USR00037,ronald.wilson,sql_query,SIEM,medium,success,192.168.5.241,night
2025-07-31 15:47:00,USR00005,george.lim,admin_operation,GL_System,high,success,192.168.69.154,business_hours
2025-07-31 22:33:00,USR00057,zainab.jo,export_data,PROD_DB,high,success,192.168.2.121,business_hours
2025-08-01 00:11:00,USR00077,neha.taylor,api_call,HRIS,high,success,192.168.28.246,business_hours
2025-08-01 02:20:00,USR00002,kenneth.moore,api_call,PROD_DB,high,success,192.168.63.221,night
2025-08-01 19:05:00,USR00001,daniel.singh,sql_query,SIEM,medium,success,192.168.153.145,business_hours
2025-08-01 23:48:00,USR00001,daniel.singh,sql_query,File_Share,low,success,192.168.168.226,weekend
2025-08-01 23:48:00,USR00133,fatima.patel,file_access,BI_Tool,low,success,192.168.168.226,weekend
2025-08-03 00:51:00,USR00057,zainab.jo,api_call,HRIS,high,success,192.168.209.145,business_hours
2025-08-03 15:46:00,USR00174,pooja.romano,api_call,Data_Lake,medium,success,192.168.30.129,business_hours
2025-08-03 19:03:00,USR00039,stephen.bhat,export_data,SIEM,medium,success,192.168.44.223,business_hours
2025-08-03 19:03:00,USR00286,ronald.lee,login,File_Share,low,success,192.168.44.223,business_hours
2025-08-03 21:10:00,USR00147,anthony.davis,api_call,SIEM,medium,success,192.168.225.238,business_hours
