timestamp,user_id,username,action,resource,is_anomaly,anomaly_type,severity,explanation
2025-04-30 05:05:00,USR00068,robert.patel,api_call,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-04-30 10:13:00,USR00070,jeffrey.chen,admin_operation,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-04-30 10:13:00,USR00179,xiulan.sharma,export_data,Admin_Console,True,BULK_DATA_EXPORT,MEDIUM,Export from Admin_Console (medium) during unusual_hours
2025-05-01 10:31:00,USR00121,joseph.perez,sql_query,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-01 10:31:00,USR00063,daniel.colombo,api_call,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-03 00:48:00,USR00150,daniel.wagner,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-03 23:20:00,USR00011,maria.o'brien,sql_query,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on HRIS
2025-05-04 10:11:00,USR00022,harsh.patel,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-04 15:55:00,USR00057,zainab.jo,export_data,Customer_Vault,True,AFTER_HOURS_HIGH_RISK,HIGH,export_data on Customer_Vault (high sensitivity) during unusual_hours
2025-05-04 21:13:00,USR00022,harsh.patel,sql_query,SIEM,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on SIEM
2025-05-05 15:36:00,USR00006,kevin.ramirez,login,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-05-05 16:15:00,USR00036,nicholas.harris,api_call,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-05-06 12:13:00,USR00005,george.lim,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-06 14:10:00,USR00010,jacob.patel,admin_operation,Admin_Console,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on Admin_Console
2025-05-06 20:40:00,USR00097,leila.lopez,admin_operation,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-07 00:26:00,USR00061,sophia.hernandez,api_call,SIEM,True,AFTER_HOURS_HIGH_RISK,MEDIUM,API call on SIEM during unusual_hours
2025-05-07 06:00:00,USR00010,jacob.patel,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-07 14:27:00,USR00036,nicholas.harris,export_data,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-05-07 19:55:00,USR00048,xiulan.colombo,login,File_Share,True,AUTH_FAILURE,MEDIUM,Failed login on File_Share
2025-05-07 22:31:00,USR00094,donald.schulz,api_call,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-05-08 02:31:00,USR00022,harsh.patel,login,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-08 16:48:00,USR00085,varun.rao,sql_query,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-05-08 19:40:00,USR00002,kenneth.moore,api_call,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-09 01:36:00,USR00018,meera.burke,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-09 01:36:00,USR00087,aditya.taylor,api_call,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-10 08:37:00,USR00151,priya.white,admin_operation,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-10 08:50:00,USR00004,diya.anderson,file_access,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-05-10 08:50:00,USR00076,stephen.guo,sql_query,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-10 14:12:00,USR00030,yuki.meyer,admin_operation,GL_System,True,AFTER_HOURS_ADMIN,MEDIUM,Admin operation on GL_System during weekend
2025-05-11 03:39:00,USR00061,sophia.hernandez,file_access,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-05-11 08:29:00,USR00018,meera.burke,export_data,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-11 10:30:00,USR00015,sophia.white,sql_query,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-05-12 07:58:00,USR00032,pooja.martin,file_access,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-12 07:58:00,USR00059,thomas.lewis,sql_query,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-13 23:50:00,USR00044,pooja.mishra,sql_query,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-14 04:36:00,USR00054,edward.smith,sql_query,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on HRIS
2025-05-14 08:19:00,USR00034,harsh.jones,admin_operation,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-14 08:50:00,USR00040,nicholas.romano,sql_query,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-14 13:52:00,USR00053,timothy.jo,export_data,PROD_DB,True,BULK_DATA_EXPORT,MEDIUM,Export from PROD_DB (high sensitivity)
2025-05-14 13:52:00,USR00211,rajesh.gupta,login,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-14 20:19:00,USR00044,pooja.mishra,sql_query,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-05-15 01:23:00,USR00270,robert.ramirez,login,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-05-15 09:48:00,USR00015,sophia.white,login,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-15 10:47:00,USR00088,william.jang,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-15 13:21:00,USR00043,matthew.bernard,sql_query,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-05-15 13:58:00,USR00222,jason.rizzo,login,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-05-16 03:23:00,USR00034,harsh.jones,sql_query,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-05-17 01:07:00,USR00099,maria.bianchi,admin_operation,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-05-17 16:14:00,USR00048,xiulan.colombo,api_call,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-05-17 22:08:00,USR00056,william.kumar,sql_query,Admin_Console,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on Admin_Console
2025-05-18 04:24:00,USR00122,nisha.li,admin_operation,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-05-18 15:43:00,USR00007,robert.smith,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-19 11:41:00,USR00001,daniel.singh,api_call,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-19 19:28:00,USR00124,david.russo,admin_operation,Admin_Console,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on Admin_Console
2025-05-19 20:19:00,USR00270,robert.ramirez,sql_query,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-05-19 23:19:00,USR00111,james.sharma,api_call,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-05-20 09:52:00,USR00049,thomas.kang,sql_query,SIEM,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on SIEM
2025-05-21 12:46:00,USR00049,thomas.kang,sql_query,PROD_DB,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on PROD_DB
2025-05-21 14:25:00,USR00252,nadia.singh,sql_query,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-21 22:50:00,USR00002,kenneth.moore,api_call,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-05-22 10:46:00,USR00200,joseph.guo,sql_query,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-22 12:30:00,USR00010,jacob.patel,export_data,HRIS,True,BULK_DATA_EXPORT,MEDIUM,Export from HRIS (high sensitivity)
2025-05-22 16:23:00,USR00016,elena.dubois,admin_operation,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-23 01:19:00,USR00077,neha.taylor,admin_operation,Customer_Vault,True,AFTER_HOURS_ADMIN,MEDIUM,Admin operation on Customer_Vault during weekend
2025-05-24 18:49:00,USR00183,kenneth.johnson,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-24 18:49:00,USR00078,christopher.menon,export_data,Customer_Vault,True,AFTER_HOURS_HIGH_RISK,HIGH,export_data on Customer_Vault (high sensitivity) during night
2025-05-25 02:59:00,USR00019,joshua.white,login,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-25 12:53:00,USR00008,thomas.iyer,login,Customer_Vault,True,AUTH_FAILURE,MEDIUM,Failed login on Customer_Vault
2025-05-26 14:46:00,USR00041,matthew.huang,export_data,Data_Lake,True,BULK_DATA_EXPORT,MEDIUM,Export from Data_Lake (medium) during night
2025-05-26 17:27:00,USR00197,kevin.white,export_data,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-05-26 19:23:00,USR00019,joshua.white,login,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-26 22:24:00,USR00074,mark.he,file_access,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-27 00:43:00,USR00086,ryan.colombo,export_data,PROD_DB,True,BULK_DATA_EXPORT,MEDIUM,Export from PROD_DB (high sensitivity)
2025-05-27 03:41:00,USR00015,sophia.white,sql_query,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-27 06:47:00,USR00088,william.jang,api_call,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-05-27 07:15:00,USR00242,deepika.garcia,admin_operation,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-05-27 10:34:00,USR00188,meera.schmidt,admin_operation,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-05-27 10:42:00,USR00087,aditya.taylor,export_data,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-05-28 01:58:00,USR00213,riya.colombo,api_call,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-30 15:03:00,USR00005,george.lim,admin_operation,Customer_Vault,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on Customer_Vault
2025-05-30 16:37:00,USR00037,ronald.wilson,file_access,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-05-30 20:55:00,USR00087,aditya.taylor,export_data,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-30 20:55:00,USR00200,joseph.guo,login,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-05-31 05:39:00,USR00055,neha.johnson,sql_query,SIEM,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on SIEM
2025-05-31 13:38:00,USR00068,robert.patel,export_data,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-05-31 21:57:00,USR00046,deepika.li,sql_query,SIEM,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on SIEM
2025-06-01 11:31:00,USR00040,nicholas.romano,api_call,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-01 13:43:00,USR00060,vikram.gonzalez,login,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-01 14:32:00,USR00052,leila.sun,admin_operation,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on HRIS
2025-06-01 23:01:00,USR00063,daniel.colombo,admin_operation,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-03 04:19:00,USR00221,rajesh.smith,file_access,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-03 06:40:00,USR00062,nisha.jones,api_call,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-03 06:40:00,USR00166,amara.smith,sql_query,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-06-03 08:17:00,USR00057,zainab.jo,sql_query,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-03 09:48:00,USR00231,rajesh.pillai,sql_query,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on HRIS
2025-06-04 12:02:00,USR00294,kenneth.colombo,file_access,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-04 17:37:00,USR00043,matthew.bernard,login,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 08:59:00,USR00104,jeffrey.ghosh,admin_operation,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 17:20:00,USR00078,christopher.menon,api_call,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 17:43:00,USR00077,neha.taylor,login,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 17:43:00,USR00078,christopher.menon,api_call,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 20:54:00,USR00166,amara.smith,export_data,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-05 20:54:00,USR00062,nisha.jones,admin_operation,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-06-06 23:05:00,USR00007,robert.smith,admin_operation,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-07 12:18:00,USR00060,vikram.gonzalez,api_call,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-06-08 04:12:00,USR00004,diya.anderson,export_data,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-09 01:02:00,USR00054,edward.smith,sql_query,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-09 10:45:00,USR00173,christopher.meyer,login,Email_Archive,True,AUTH_FAILURE,MEDIUM,Failed login on Email_Archive
2025-06-09 15:50:00,USR00091,steven.thompson,admin_operation,HRIS,True,AFTER_HOURS_ADMIN,MEDIUM,Admin operation on HRIS during weekend
2025-06-09 23:49:00,USR00096,edward.thomas,export_data,HRIS,True,BULK_DATA_EXPORT,MEDIUM,Export from HRIS (high sensitivity)
2025-06-09 23:49:00,USR00105,gary.murphy,login,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-10 03:22:00,USR00023,isha.jones,admin_operation,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-10 11:27:00,USR00015,sophia.white,api_call,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-10 11:37:00,USR00297,sofia.schmidt,sql_query,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-06-10 11:37:00,USR00006,kevin.ramirez,api_call,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-10 15:32:00,USR00241,amitabh.harris,export_data,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-11 06:41:00,USR00020,karan.white,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-11 07:32:00,USR00281,nikhil.verma,file_access,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-06-11 12:03:00,USR00023,isha.jones,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-06-12 12:56:00,USR00120,david.sullivan,api_call,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-06-12 23:28:00,USR00008,thomas.iyer,login,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-14 17:48:00,USR00005,george.lim,export_data,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-06-14 19:02:00,USR00000,pooja.murphy,admin_operation,Customer_Vault,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on Customer_Vault
2025-06-15 04:48:00,USR00063,daniel.colombo,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-06-15 06:24:00,USR00037,ronald.wilson,export_data,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-06-15 07:38:00,USR00022,harsh.patel,export_data,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-06-15 15:08:00,USR00037,ronald.wilson,export_data,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-15 15:08:00,USR00076,stephen.guo,login,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-06-16 04:37:00,USR00065,timothy.xu,file_access,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-16 19:57:00,USR00004,diya.anderson,admin_operation,GL_System,True,AFTER_HOURS_HIGH_RISK,HIGH,admin_operation on GL_System (high sensitivity) during night
2025-06-16 21:48:00,USR00108,xiulan.romano,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-17 06:53:00,USR00035,nikhil.rao,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-06-17 06:53:00,USR00045,stephen.kumar,api_call,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-06-17 23:05:00,USR00176,nisha.sharma,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-06-17 23:05:00,USR00039,stephen.bhat,export_data,Customer_Vault,True,BULK_DATA_EXPORT,MEDIUM,Export from Customer_Vault (high sensitivity)
2025-06-18 12:50:00,USR00092,charles.sullivan,export_data,Admin_Console,True,BULK_DATA_EXPORT,MEDIUM,Export from Admin_Console (medium) during weekend
2025-06-18 12:50:00,USR00002,kenneth.moore,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-06-18 23:17:00,USR00012,vikram.white,admin_operation,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-19 21:23:00,USR00214,ryan.sanchez,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-06-20 00:50:00,USR00039,stephen.bhat,login,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-06-20 00:50:00,USR00176,nisha.sharma,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-21 16:48:00,USR00011,maria.o'brien,file_access,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-23 16:02:00,USR00031,amitabh.taylor,export_data,GL_System,True,BULK_DATA_EXPORT,MEDIUM,Export from GL_System (high sensitivity)
2025-06-23 22:29:00,USR00044,pooja.mishra,api_call,Admin_Console,True,AFTER_HOURS_HIGH_RISK,MEDIUM,API call on Admin_Console during unusual_hours
2025-06-24 02:04:00,USR00289,rajesh.jang,file_access,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-24 16:58:00,USR00106,sanjana.quinn,file_access,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-24 16:58:00,USR00001,daniel.singh,sql_query,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on HRIS
2025-06-24 18:34:00,USR00044,pooja.mishra,export_data,HRIS,True,BULK_DATA_EXPORT,MEDIUM,Export from HRIS (high sensitivity)
2025-06-25 12:08:00,USR00073,joshua.becker,login,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-25 22:43:00,USR00075,timothy.huang,sql_query,PROD_DB,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on PROD_DB
2025-06-26 04:18:00,USR00000,pooja.murphy,export_data,Data_Lake,True,BULK_DATA_EXPORT,MEDIUM,Export from Data_Lake (medium) during night
2025-06-26 05:43:00,USR00062,nisha.jones,api_call,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 07:43:00,USR00269,priya.lim,export_data,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 07:43:00,USR00067,donald.wang,admin_operation,SIEM,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on SIEM
2025-06-26 09:15:00,USR00210,charles.lopez,login,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 12:46:00,USR00059,thomas.lewis,file_access,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 12:46:00,USR00088,william.jang,admin_operation,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 21:16:00,USR00036,nicholas.harris,sql_query,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-06-26 23:14:00,USR00084,aditya.gupta,sql_query,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-06-27 13:46:00,USR00003,sanjana.li,api_call,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-28 16:06:00,USR00049,thomas.kang,login,BI_Tool,False,NONE,NONE,Normal access event — within expected parameters
2025-06-29 14:32:00,USR00092,charles.sullivan,sql_query,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-06-29 14:32:00,USR00044,pooja.mishra,api_call,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-06-29 14:36:00,USR00010,jacob.patel,login,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-06-30 03:01:00,USR00019,joshua.white,admin_operation,Customer_Vault,True,AFTER_HOURS_HIGH_RISK,HIGH,admin_operation on Customer_Vault (high sensitivity) during unusual_hours
2025-06-30 13:50:00,USR00033,michael.sharma,sql_query,Customer_Vault,True,AFTER_HOURS_HIGH_RISK,HIGH,sql_query on Customer_Vault (high sensitivity) during unusual_hours
2025-07-01 13:57:00,USR00135,pooja.murphy,login,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-07-02 11:07:00,USR00082,arjun.hwang,file_access,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-03 03:05:00,USR00009,aditya.burke,sql_query,PROD_DB,True,AFTER_HOURS_HIGH_RISK,HIGH,sql_query on PROD_DB (high sensitivity) during night
2025-07-03 04:58:00,USR00001,daniel.singh,sql_query,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-07-03 17:38:00,USR00148,mark.hwang,sql_query,PROD_DB,True,CROSS_DEPT_ACCESS,HIGH,Standard user sql_query on PROD_DB
2025-07-03 19:18:00,USR00039,stephen.bhat,sql_query,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-07-04 03:37:00,USR00028,paul.singh,api_call,Customer_Vault,True,AFTER_HOURS_HIGH_RISK,MEDIUM,API call on Customer_Vault during unusual_hours
2025-07-04 14:59:00,USR00091,steven.thompson,admin_operation,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-07-04 16:37:00,USR00299,leila.lee,file_access,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-05 03:24:00,USR00047,george.clark,export_data,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-07-05 10:25:00,USR00273,rohan.bianchi,file_access,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-06 02:37:00,USR00295,james.sun,login,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-07-06 08:32:00,USR00117,richard.kelly,login,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-07-06 22:02:00,USR00087,aditya.taylor,login,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-07 20:34:00,USR00090,neha.o'brien,admin_operation,PROD_DB,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 04:00:00,USR00020,karan.white,admin_operation,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 04:38:00,USR00094,donald.schulz,login,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 04:38:00,USR00267,jeffrey.ramirez,api_call,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 08:16:00,USR00069,nikhil.jang,file_access,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 08:22:00,USR00249,james.muller,login,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-07-08 14:52:00,USR00047,george.clark,export_data,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-07-09 08:43:00,USR00008,thomas.iyer,api_call,GL_System,False,NONE,NONE,Normal access event — within expected parameters
2025-07-09 22:35:00,USR00083,ryan.thomas,export_data,PROD_DB,True,BULK_DATA_EXPORT,MEDIUM,Export from PROD_DB (high sensitivity)
2025-07-09 23:39:00,USR00002,kenneth.moore,sql_query,Email_Archive,False,NONE,NONE,Normal access event — within expected parameters
2025-07-11 17:51:00,USR00083,ryan.thomas,export_data,GL_System,True,BULK_DATA_EXPORT,MEDIUM,Export from GL_System (high sensitivity)
2025-07-11 22:49:00,USR00261,nikhil.thomas,export_data,File_Share,False,NONE,NONE,Normal access event — within expected parameters
2025-07-12 22:39:00,USR00266,robert.thomas,admin_operation,HRIS,True,CROSS_DEPT_ACCESS,HIGH,Standard user admin_operation on HRIS
2025-07-13 02:18:00,USR00181,george.smith,api_call,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-07-13 02:18:00,USR00016,elena.dubois,login,Admin_Console,False,NONE,NONE,Normal access event — within expected parameters
2025-07-13 17:24:00,USR00007,robert.smith,api_call,Data_Lake,False,NONE,NONE,Normal access event — within expected parameters
2025-07-14 12:27:00,USR00004,diya.anderson,file_access,Customer_Vault,False,NONE,NONE,Normal access event — within expected parameters
2025-07-14 19:41:00,USR00221,rajesh.smith,api_call,SIEM,False,NONE,NONE,Normal access event — within expected parameters
2025-07-15 17:05:00,USR00044,pooja.mishra,file_access,HRIS,False,NONE,NONE,Normal access event — within expected parameters
2025-07-17 09:03:00,USR00032,pooja.martin,export_data,HRIS,True,BULK_DATA_EXPORT,HIGH,Export from HRIS (high sensitivity)
